index,filename,jpg_sha256,json_sha256,width,height,crc_count,dlm_count,spl_count,delete_roi_count,other_label_count,crc_hash_match,annotation_status,NaN,basename_pairing,candidate_dlm,candidate_spl,canvas_edge_coordinates,channels,crc_count_before,crc_count_match,crc_geometry_sha256_after,crc_geometry_sha256_before,crc_valid,decode_status,degenerate_crc,degenerate_polygon,dlm_candidate_geometry_sha256,dlm_count_changed,dlm_delta,dlm_final_geometry_sha256,dlm_geometry_changed,dlm_valid,exif_orientation,final_dlm,final_spl,imagePath,imagePath_pairing,image_filename,inf,invalid_coordinate,invalid_crc,invalid_dlm,invalid_spl,issues,jpg_mtime_ns_after,jpg_mtime_ns_before,jpg_size_bytes_after,jpg_size_bytes_before,json_mtime_ns_after,json_mtime_ns_before,json_parse_status,json_size_bytes_after,json_size_bytes_before,main_frame,mode,original_jpg_sha_match,out_of_bounds,spl_candidate_geometry_sha256,spl_count_changed,spl_delta,spl_final_geometry_sha256,spl_geometry_changed,spl_valid,total_shapes
11,DJI_20260826094549_0300_V.json,8d3f5b49c128115090226eda09caecdbe39f241ac1eee45703184997d6fa8bee,3214c30dc493aba1afc6fbdc393c084ddabefdd32e454c427ea21c0f90ea2536,5280,3956,21,5,19,0,0,PASS,PASS,0,PASS,8,19,0,3,21,PASS,58606d668cc367a0f286895e53cf7a7fdf9793dff11e4d4150393a160830d09f,58606d668cc367a0f286895e53cf7a7fdf9793dff11e4d4150393a160830d09f,21,PASS,0,0,cb67aa549cdb6a88bd58e545791b8e7dcb6be088c720ca0cd9c84c0d0fbd0cc7,True,-3,726f995431c5e49659dcde6e07a13f9eb1ae942f8f78120c809764e0e36bb60f,True,5,1,5,19,DJI_20260826094549_0300_V.JPG,PASS,DJI_20260826094549_0300_V.JPG,0,0,0,0,0,[],1788949929760042532,1788949929760042532,8171520,8171520,1788950024193101801,1788950024193101801,PASS,1303574,1303574,0,RGB,PASS,0,00224fdf5e2dfb1bdb5e53ff9ec6c907897ebaf05878a29736a147c035650c03,False,0,00224fdf5e2dfb1bdb5e53ff9ec6c907897ebaf05878a29736a147c035650c03,False,19,45
12,DJI_20260826094700_0360_V.json,ebdab8a0a333c17fb523ef061dafcbe3748a4317a347f0b8167623ab300c44f3,c8e548ef8d19e0d6f05accd14fcb682689e2ee742b29d106af7d8a1e89c85711,5280,3956,22,15,22,0,0,PASS,PASS,0,PASS,20,22,0,3,22,PASS,9368447b87c834520fecf9b331bf3c6dae4ed17a83dfd68e5029465e93679294,9368447b87c834520fecf9b331bf3c6dae4ed17a83dfd68e5029465e93679294,22,PASS,0,0,e5ace343d9d9c209e0ae519cd967c8e48394ff45929cc1654118d8e96682e9d6,True,-5,6a122a8cde4fca72eda8c361402701e9cc49af5b873fc134bf28c3fdec4ca031,True,15,1,15,22,DJI_20260826094700_0360_V.JPG,PASS,DJI_20260826094700_0360_V.JPG,0,0,0,0,0,[],1788949929765042589,1788949929765042589,9125888,9125888,1788950024252102457,1788950024252102457,PASS,2339022,2339022,0,RGB,PASS,0,858cbfa2088f47b5a54a4343b4afa1173ece0e21809e70121a750d23be445203,False,0,858cbfa2088f47b5a54a4343b4afa1173ece0e21809e70121a750d23be445203,False,22,59
13,DJI_20260826102236_0200_V.json,7754855c9e263b6ce274b8c14684ed696920309468baf92fbe19726af41047b3,788cefe6db7fd928e4c6f0a096eae05fc33626e4ac890ebd0bd0b7a67cc4e4f0,5280,3956,4,10,22,0,0,PASS,PASS,0,PASS,17,22,0,3,4,PASS,cfabdfabb09a36b40250919309da686c759ebe5e229139f76b5193f4c1f227f8,cfabdfabb09a36b40250919309da686c759ebe5e229139f76b5193f4c1f227f8,4,PASS,0,0,66d43a86a240fbb25b4efe1e4938222be22eae5fdd588418cceaef8819d74b6b,True,-7,dae17467f531b2a46b60937fed7d276072d0c90e1baeee4361f2f9f2f41612ff,True,10,1,10,22,DJI_20260826102236_0200_V.JPG,PASS,DJI_20260826102236_0200_V.JPG,0,0,0,0,0,[],1788949929770042645,1788949929770042645,9183232,9183232,1788950024294102924,1788950024294102924,PASS,1577465,1577465,0,RGB,PASS,0,0a365bbf48ad05a1d4aa42b398cc2631e01c68818db3c12b8b0dd7f0db4c0ea8,False,0,0a365bbf48ad05a1d4aa42b398cc2631e01c68818db3c12b8b0dd7f0db4c0ea8,False,22,36
14,DJI_20260826102412_0300_V.json,76863416905832509b7900ae9201eb9a74c6d3bcece3711c227c68cad6516e88,f660348b0082a5f8544373d939b0c1dc7ca2a902683b3e515b013baf30b9de0a,5280,3956,3,1,1,0,0,PASS,PASS,0,PASS,3,21,0,3,3,PASS,692d1c4dc09ee59db67e66eec669fea2a36b287a55af24c9d210a68249b4b6e2,692d1c4dc09ee59db67e66eec669fea2a36b287a55af24c9d210a68249b4b6e2,3,PASS,0,0,b3165c668c4b40cb35fe0c41dd3d6008e8086b2230e29947ae66a97643c3322d,True,-2,e3f2d61ae24e837dfca8b1f21ef2f0f14e5d78a750708314cb7d4829cb7a9dcd,True,1,1,1,1,DJI_20260826102412_0300_V.JPG,PASS,DJI_20260826102412_0300_V.JPG,0,0,0,0,0,[],1788949929776042713,1788949929776042713,9809920,9809920,1788950024298102969,1788950024298102969,PASS,13748,13748,0,RGB,PASS,0,292ff579e9a1b1806c918898e9b18c90a5bf1e0bb10e244b6f25943cfbf8ae08,True,-20,215bc69775b84a493f36fd28334563fb43ea76b865e03e611d0667369bcbcc84,True,1,5
15,DJI_20260826112900_0100_V.json,9e088cb8e367f2863cb02e395556b5a90638380a8180c4b9f127e777dddafd9f,61d4794eaea7c71cd4ea309f1e830c4a4b7eaf776399ee12c0f8bc03743e7ae8,5280,3956,13,0,2,0,0,PASS,PASS,0,PASS,0,2,0,3,13,PASS,29ae662431f6b62d73eff5bf7199f12316900bc70a40884a9a891c357b9b36e8,29ae662431f6b62d73eff5bf7199f12316900bc70a40884a9a891c357b9b36e8,13,PASS,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,0,1,0,2,DJI_20260826112900_0100_V.JPG,PASS,DJI_20260826112900_0100_V.JPG,0,0,0,0,0,[],1788949929781042769,1788949929781042769,9469952,9469952,1788950024303391364,1788950024303391364,PASS,100361,100361,0,RGB,PASS,0,af91decab8710d46940c617c2079e897e0eb8420e8f2139a316313f7b5ad349c,False,0,af91decab8710d46940c617c2079e897e0eb8420e8f2139a316313f7b5ad349c,False,2,15
16,DJI_20260826114456_1000_V.json,a8866567ac14061314e2372a223245a19f90b525620a4a9cb194f9a2f3c3d2a1,70f3fdb63cb7b2078dec1ab64cc2f02d74885be5c69e9301747bf07d282e4e4c,5280,3956,7,0,4,0,0,PASS,PASS,0,PASS,0,5,0,3,7,PASS,bc020cdd2c194df48d61bd680afae36eef46945e81ce6b561887bb42715d27f2,bc020cdd2c194df48d61bd680afae36eef46945e81ce6b561887bb42715d27f2,7,PASS,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,0,1,0,4,DJI_20260826114456_1000_V.JPG,PASS,DJI_20260826114456_1000_V.JPG,0,0,0,0,0,[],1788949929787159870,1788949929787159870,10543104,10543104,1788950024309103091,1788950024309103091,PASS,163716,163716,0,RGB,PASS,0,e685180b328dce5d26af944bb5133883e45673340ddf5db62a50c2071fc3d62f,True,-1,cb2eaa3d32c438ca147ac30fcbc58d2d1847a7b6a46d25aa5c02c395871c0ed1,True,4,11
17,DJI_20260826120100_0500_V.json,0bcbe7a31ac0d65709d839d73889b863588fbaa586071b02ed6f5b04e9647f63,ff5f023e6d2f2c998006b3798fcf6e3a1d88afef99d138ac85d7041d23c3157f,5280,3956,10,2,7,0,0,PASS,PASS,0,PASS,2,7,0,3,10,PASS,5fee1b58485d1b04a8f0d6d0958c6daebc1eccf03aaceca59b97a0679ca14135,5fee1b58485d1b04a8f0d6d0958c6daebc1eccf03aaceca59b97a0679ca14135,10,PASS,0,0,4c15825fefd013080cd6e3bd181a479ad4312c707efcb7b37415f0b51c73a42f,False,0,4c15825fefd013080cd6e3bd181a479ad4312c707efcb7b37415f0b51c73a42f,False,2,1,2,7,DJI_20260826120100_0500_V.JPG,PASS,DJI_20260826120100_0500_V.JPG,0,0,0,0,0,[],1788949929794042917,1788949929794042917,11513856,11513856,1788950024325103268,1788950024325103268,PASS,465130,465130,0,RGB,PASS,0,ad448c534da0e6432b34b29cbfdc53946bcbb24a44783fbc9f6b705035357fc0,False,0,ad448c534da0e6432b34b29cbfdc53946bcbb24a44783fbc9f6b705035357fc0,False,7,19
18,DJI_20260826120256_0600_V.json,15c6691a02c681bec916630b0d8ee32f7bb718b88fadcc7418e026dbd7782b25,9cf2ffb3ce85eb72d58148d04cf25e69e28a06b3d37ca7f5b8e3089315d5b127,5280,3956,35,0,8,0,0,PASS,PASS,0,PASS,0,31,0,3,35,PASS,adf78e6d1b09a0ffce726e9fb0036dbaf610aa3258a6c13291009cb87a90b3ed,adf78e6d1b09a0ffce726e9fb0036dbaf610aa3258a6c13291009cb87a90b3ed,35,PASS,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,0,1,0,8,DJI_20260826120256_0600_V.JPG,PASS,DJI_20260826120256_0600_V.JPG,0,0,0,0,0,[],1788949929799042974,1788949929799042974,10506240,10506240,1788950024352103569,1788950024352103569,PASS,1035077,1035077,0,RGB,PASS,0,2dcf6a6cb359d991ed60c019f78f580dcdac569286740be0734ed43c40b2d655,True,-23,0d558a4fa60881e0ae9211067a466eda9bb6daaa1461963866ebde6bd5d50bab,True,8,43
19,DJI_20260826124557_0200_V.json,9ce15e0e4b3600ef34e646354c48bccb97df33a25d536e81292a7e3a9f373b45,9d64bfb7104858660808970498578867df086990828aaeb7c161137489910af2,5280,3956,8,3,7,0,0,PASS,PASS,0,PASS,6,32,0,3,8,PASS,aec1ef70788b5f55c16a0274389061dc0acea02226a53578ed2f73bbf0bf5cc5,aec1ef70788b5f55c16a0274389061dc0acea02226a53578ed2f73bbf0bf5cc5,8,PASS,0,0,b445525ba41d7f6717505adbf42c1062126c4084bad9492aca0bab2db386bc3e,True,-3,02d869c4d6b385e8d67f8e07fb4b3603c26659c29b040eb98e8cd9b9306c1bbb,True,3,1,3,7,DJI_20260826124557_0200_V.JPG,PASS,DJI_20260826124557_0200_V.JPG,0,0,0,0,0,[],1788949929807043064,1788949929807043064,14032896,14032896,1788950023863591673,1788950023863591673,PASS,1499101,1499101,0,RGB,PASS,0,d63d4286ce35f997c3fe3926da9d80f019ba2de31ce9100235833cd160e214e7,True,-25,63732076b604d30bb0750c6201db4b45fc23e9f21fe716c1920a5385e296e33b,True,7,18
20,DJI_20260826125854_0900_V.json,d8e87f7dfbbd773202c0a5a950d73a6bfc4ed961604bf34345a3392ed60bfcd9,5d98a0a97035bb1c91e6d46c17c96b8cbda304acae4fe664d8d174ab31f6fdad,5280,3956,4,8,17,0,0,PASS,PASS,0,PASS,8,90,0,3,4,PASS,7839d92dbb26c0e16b6f7a1763b8fd9469f26b0cf98f68d64afa30b8eb8078d0,7839d92dbb26c0e16b6f7a1763b8fd9469f26b0cf98f68d64afa30b8eb8078d0,4,PASS,0,0,7cc2f0320a305dc17eb7c18de484ba2ea93d051bf9162eac86485881f2aec109,False,0,7cc2f0320a305dc17eb7c18de484ba2ea93d051bf9162eac86485881f2aec109,False,8,1,8,17,DJI_20260826125854_0900_V.JPG,PASS,DJI_20260826125854_0900_V.JPG,0,0,0,0,0,[],1788949929814043143,1788949929814043143,12300288,12300288,1788950023911098667,1788950023911098667,PASS,1884679,1884679,0,RGB,PASS,0,03fc705f44d79bb78bca57a660b7d8ac48d6c9b6642b12fe5b48eafab05ba480,True,-73,263d4f16bcafca44221baf719b0942bb671fe897f7ceca92a7187acf5d0666ce,True,17,29
