damage_id,damage_type,status,xyz_valid,image
D000236,SPL,EXCLUDE,True,DJI_20250702160658_0900_V.JPG
D000237,SPL,EXCLUDE,True,DJI_20250702160658_0900_V.JPG
D000238,SPL,EXCLUDE,True,DJI_20250702160658_0900_V.JPG
D000239,SPL,EXCLUDE,True,DJI_20250702160658_0900_V.JPG
D000240,SPL,EXCLUDE,True,DJI_20250702160658_0900_V.JPG
D000242,SPL,EXCLUDE,True,DJI_20250702162237_0020_V.JPG
D000243,SPL,EXCLUDE,True,DJI_20250702162237_0020_V.JPG
D000244,CRC,EXCLUDE,True,DJI_20250702162257_0040_V.JPG
D000245,CRC,EXCLUDE,True,DJI_20250702162257_0040_V.JPG
D000246,CRC,EXCLUDE,True,DJI_20250702162257_0040_V.JPG
D000247,CRC,EXCLUDE,True,DJI_20250702162257_0040_V.JPG
D000248,CRC,EXCLUDE,True,DJI_20250702162257_0040_V.JPG
D000249,SPL,EXCLUDE,True,DJI_20250702162257_0040_V.JPG
D000250,SPL,EXCLUDE,True,DJI_20250702162257_0040_V.JPG
D000251,SPL,EXCLUDE,True,DJI_20250702162257_0040_V.JPG
D000252,SPL,EXCLUDE,True,DJI_20250702162257_0040_V.JPG
D000253,CRC,EXCLUDE,True,DJI_20250702164518_0050_V.JPG
D000254,CRC,EXCLUDE,True,DJI_20250702164518_0050_V.JPG
D000255,CRC,EXCLUDE,True,DJI_20250702164518_0050_V.JPG
D000256,CRC,EXCLUDE,True,DJI_20250702164518_0050_V.JPG
D000257,CRC,EXCLUDE,True,DJI_20250702164518_0050_V.JPG
D000258,CRC,EXCLUDE,True,DJI_20250702164518_0050_V.JPG
D000259,CRC,EXCLUDE,True,DJI_20250702164518_0050_V.JPG
D000260,CRC,EXCLUDE,True,DJI_20250702164518_0050_V.JPG
D000261,CRC,EXCLUDE,True,DJI_20250702164518_0050_V.JPG
D000262,CRC,EXCLUDE,True,DJI_20250702164518_0050_V.JPG
D000263,CRC,EXCLUDE,True,DJI_20250702164518_0050_V.JPG
D000264,CRC,EXCLUDE,True,DJI_20250702164518_0050_V.JPG
D000265,CRC,EXCLUDE,True,DJI_20250702164518_0050_V.JPG
D000266,DLM,EXCLUDE,True,DJI_20250702164518_0050_V.JPG
D000269,CRC,EXCLUDE,True,DJI_20250702165251_0480_V.JPG
D000270,CRC,EXCLUDE,True,DJI_20250702165251_0480_V.JPG
D000271,CRC,EXCLUDE,True,DJI_20250702165251_0480_V.JPG
D000272,CRC,EXCLUDE,True,DJI_20250702165251_0480_V.JPG
D000273,CRC,EXCLUDE,True,DJI_20250702165251_0480_V.JPG
D000274,CRC,EXCLUDE,True,DJI_20250702165251_0480_V.JPG
D000275,CRC,EXCLUDE,True,DJI_20250702165251_0480_V.JPG
D000276,CRC,EXCLUDE,True,DJI_20250702165251_0480_V.JPG
D000277,CRC,EXCLUDE,True,DJI_20250702165251_0480_V.JPG
D000278,CRC,EXCLUDE,True,DJI_20250702165251_0480_V.JPG
D000279,CRC,EXCLUDE,True,DJI_20250702165251_0480_V.JPG
D000280,CRC,EXCLUDE,True,DJI_20250702165251_0480_V.JPG
D000281,CRC,EXCLUDE,True,DJI_20250702165251_0480_V.JPG
D000282,CRC,EXCLUDE,True,DJI_20250702165251_0480_V.JPG
D000283,CRC,EXCLUDE,True,DJI_20250702165251_0480_V.JPG
D000287,CRC,EXCLUDE,True,DJI_20260826093331_0020_V.JPG
D000288,CRC,EXCLUDE,True,DJI_20260826093331_0020_V.JPG
D000289,CRC,EXCLUDE,True,DJI_20260826093331_0020_V.JPG
D000290,CRC,EXCLUDE,True,DJI_20260826093331_0020_V.JPG
D000291,CRC,EXCLUDE,True,DJI_20260826093331_0020_V.JPG
D000292,CRC,EXCLUDE,True,DJI_20260826093331_0020_V.JPG
D000293,CRC,EXCLUDE,True,DJI_20260826093331_0020_V.JPG
D000294,CRC,EXCLUDE,True,DJI_20260826093331_0020_V.JPG
D000296,CRC,EXCLUDE,True,DJI_20260826093331_0020_V.JPG
D000298,CRC,EXCLUDE,True,DJI_20260826093331_0020_V.JPG
D000299,CRC,EXCLUDE,True,DJI_20260826093331_0020_V.JPG
D000300,CRC,EXCLUDE,True,DJI_20260826093331_0020_V.JPG
D000301,DLM,EXCLUDE,True,DJI_20260826093331_0020_V.JPG
D000312,CRC,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000313,CRC,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000316,CRC,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000325,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000326,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000327,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000328,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000335,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000336,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000337,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000338,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000339,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000340,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000341,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000342,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000343,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000344,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000345,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000347,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000348,SPL,EXCLUDE,True,DJI_20260826094118_0100_V.JPG
D000350,CRC,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000351,CRC,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000352,CRC,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000353,CRC,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000357,CRC,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000361,CRC,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000362,CRC,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000363,CRC,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000366,CRC,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000367,CRC,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000368,CRC,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000369,CRC,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000370,CRC,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000374,DLM,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000377,SPL,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000378,SPL,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000393,SPL,EXCLUDE,True,DJI_20260826094549_0300_V.JPG
D000410,CRC,EXCLUDE,True,DJI_20260826094700_0360_V.JPG
D000412,CRC,EXCLUDE,True,DJI_20260826094700_0360_V.JPG
D000413,CRC,EXCLUDE,True,DJI_20260826094700_0360_V.JPG
D000433,SPL,EXCLUDE,True,DJI_20260826094700_0360_V.JPG
D000435,SPL,EXCLUDE,True,DJI_20260826094700_0360_V.JPG
D000438,SPL,EXCLUDE,True,DJI_20260826094700_0360_V.JPG
D000440,SPL,EXCLUDE,True,DJI_20260826094700_0360_V.JPG
D000446,SPL,EXCLUDE,True,DJI_20260826094700_0360_V.JPG
D000449,SPL,EXCLUDE,True,DJI_20260826094700_0360_V.JPG
D000450,SPL,EXCLUDE,True,DJI_20260826094700_0360_V.JPG
D000451,SPL,EXCLUDE,True,DJI_20260826094700_0360_V.JPG
D000452,SPL,EXCLUDE,True,DJI_20260826094700_0360_V.JPG
D000453,SPL,EXCLUDE,True,DJI_20260826094700_0360_V.JPG
D000497,CRC,EXCLUDE,True,DJI_20260826112900_0100_V.JPG
D000498,CRC,EXCLUDE,True,DJI_20260826112900_0100_V.JPG
D000500,CRC,EXCLUDE,True,DJI_20260826112900_0100_V.JPG
D000501,CRC,EXCLUDE,True,DJI_20260826112900_0100_V.JPG
D000502,CRC,EXCLUDE,True,DJI_20260826112900_0100_V.JPG
D000503,CRC,EXCLUDE,True,DJI_20260826112900_0100_V.JPG
D000504,CRC,EXCLUDE,True,DJI_20260826112900_0100_V.JPG
D000505,CRC,EXCLUDE,True,DJI_20260826112900_0100_V.JPG
D000506,CRC,EXCLUDE,True,DJI_20260826112900_0100_V.JPG
D000507,CRC,EXCLUDE,True,DJI_20260826112900_0100_V.JPG
D000511,CRC,EXCLUDE,True,DJI_20260826114456_1000_V.JPG
D000512,CRC,EXCLUDE,True,DJI_20260826114456_1000_V.JPG
D000513,CRC,EXCLUDE,True,DJI_20260826114456_1000_V.JPG
D000521,CRC,EXCLUDE,True,DJI_20260826120100_0500_V.JPG
D000522,CRC,EXCLUDE,True,DJI_20260826120100_0500_V.JPG
D000525,CRC,EXCLUDE,True,DJI_20260826120100_0500_V.JPG
D000531,DLM,EXCLUDE,True,DJI_20260826120100_0500_V.JPG
D000532,DLM,EXCLUDE,True,DJI_20260826120100_0500_V.JPG
D000537,SPL,EXCLUDE,True,DJI_20260826120100_0500_V.JPG
D000538,SPL,EXCLUDE,True,DJI_20260826120100_0500_V.JPG
D000540,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000541,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000542,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000545,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000546,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000547,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000548,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000549,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000550,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000552,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000553,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000554,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000559,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000560,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000561,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000562,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000563,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000564,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000565,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000566,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000567,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000568,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000569,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000570,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000571,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000572,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000573,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000574,CRC,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000576,SPL,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000577,SPL,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000578,SPL,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000579,SPL,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000581,SPL,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000582,SPL,EXCLUDE,True,DJI_20260826120256_0600_V.JPG
D000583,CRC,EXCLUDE,True,DJI_20260826124557_0200_V.JPG
D000585,CRC,EXCLUDE,True,DJI_20260826124557_0200_V.JPG
D000586,CRC,EXCLUDE,True,DJI_20260826124557_0200_V.JPG
D000587,CRC,EXCLUDE,True,DJI_20260826124557_0200_V.JPG
D000588,CRC,EXCLUDE,True,DJI_20260826124557_0200_V.JPG
D000589,CRC,EXCLUDE,True,DJI_20260826124557_0200_V.JPG
D000590,CRC,EXCLUDE,True,DJI_20260826124557_0200_V.JPG
D000591,DLM,EXCLUDE,True,DJI_20260826124557_0200_V.JPG
D000599,SPL,EXCLUDE,True,DJI_20260826124557_0200_V.JPG
D000602,CRC,EXCLUDE,True,DJI_20260826125854_0900_V.JPG
D000603,CRC,EXCLUDE,True,DJI_20260826125854_0900_V.JPG
D000604,CRC,EXCLUDE,True,DJI_20260826125854_0900_V.JPG
D000612,DLM,EXCLUDE,True,DJI_20260826125854_0900_V.JPG
D000614,SPL,EXCLUDE,True,DJI_20260826125854_0900_V.JPG
D000615,SPL,EXCLUDE,True,DJI_20260826125854_0900_V.JPG
D000616,SPL,EXCLUDE,True,DJI_20260826125854_0900_V.JPG
D000617,SPL,EXCLUDE,True,DJI_20260826125854_0900_V.JPG
D000618,SPL,EXCLUDE,True,DJI_20260826125854_0900_V.JPG
D000619,SPL,EXCLUDE,True,DJI_20260826125854_0900_V.JPG
D000620,SPL,EXCLUDE,True,DJI_20260826125854_0900_V.JPG
D000622,SPL,EXCLUDE,True,DJI_20260826125854_0900_V.JPG
D000624,SPL,EXCLUDE,True,DJI_20260826125854_0900_V.JPG
D000627,SPL,EXCLUDE,True,DJI_20260826125854_0900_V.JPG
D000628,SPL,EXCLUDE,True,DJI_20260826125854_0900_V.JPG
D000629,SPL,EXCLUDE,True,DJI_20260826125854_0900_V.JPG
